DRR091839_1.mature	DRR091842_1.mature	DRR091837_1.mature	DRR091838_1.mature	DRR091840_1.mature	DRR091848_1.mature	DRR091841_1.mature	DRR091847_1.mature	DRR091844_1.mature	DRR091849_1.mature	DRR091845_1.mature	DRR091846_1.mature	DRR091843_1.mature
hsa-miR-337-3p	11.1534079755016	12.011018487833	13.1859917129803	10.2734963263863	10.2661620335869	10.4518783657896	6.16566457919077	2.20917964600747	5.72309081951029	4.86638146775472	4.31906958073429	1.25393920891634	9.90586715258963
hsa-miR-5683	11.4888488168701	1.96543938891812	3.51055623527399	2.5873990747936	1.86657491519762	0.130648479572369	13.1876714610469	10.5549694198135	10.2135159240491	8.78652209455714	26.9222003865771	3.13484802229086	19.6175016159128
hsa-miR-338-5p	12.159730499607	2.51139477472871	10.2747987373873	14.3828948569409	9.64397039518772	17.6375447422699	3.08283228959539	3.68196607667912	5.28285306416335	6.89404041265252	1.15175188819581	15.4652502433016	6.70102777969298
hsa-miR-3162-3p	2.59966652060564	0.436764308648471	3.33930958965087	1.67419940133703	4.25164286239458	0.914539357006586	1.71268460533077	139.178317698471	0.96852306176328	3.24425431183648	0.143968986024476	47.8586798069737	0.485581723166158
hsa-miR-629-5p	9.64392418934349	10.3731523304012	7.96296902147514	7.99049714274493	7.77739547999009	5.48723614203952	2.82592959879577	13.9914710913806	2.37728387887351	16.3564488221756	20.2996270294512	9.82252380317802	3.49618840679634
hsa-miR-4677-3p	3.8575696757374	6.22389139824072	3.33930958965087	5.85969790467961	4.35534146879445	30.4410957403621	9.24849686878616	5.64568131757464	6.86770898341235	17.1675124001347	9.07004611954202	8.15060485795622	4.85581723166158
hsa-miR-29b-1-5p	9.2246231376329	5.02278954945742	7.44922908460578	11.414995918207	8.7106829375889	7.7082602947698	9.59103378985231	8.345789773806	6.77966143234296	5.40709051972747	4.17510059470982	15.2562603751488	7.6721912260253
hsa-miR-6131	4.69617177915857	9.06285940445578	6.42174921086705	2.5873990747936	3.42205401119564	17.3762477831251	3.93917459226077	26.7556201572016	9.42108796442464	10.4086492504754	2.30350377639162	36.9912066630321	1.94232689266463
hsa-miR-4787-5p	1.42562357581599	1.856248311756	1.28434984217341	0.304399891152188	0.51849303199934	5.35658766246715	2.74029536852923	77.3212876102614	14.4397983753798	6.0829768346934	7.48638727327278	51.41150756557	0.776930757065853
hsa-miR-10a-3p	4.02529009642163	6.87903786121342	3.51055623527399	6.01189785025571	4.25164286239458	15.4165205895396	4.45297997386	9.32764739425376	16.288796947837	15.5453852442165	2.30350377639162	17.3461590566761	7.18660950285914
hsa-miR-1304-3p	4.44459114813222	7.86175755567248	3.59617955808555	3.7288986666143	6.11821777759221	21.9489445681581	7.87834918452154	11.5368270402612	5.45894816630213	8.78652209455714	10.7976739518357	7.31464538534533	12.6251248023201
hsa-miR-1468-5p	2.59966652060564	0.545955385810589	3.33930958965087	2.20689921085336	2.28136934079709	0.391945438717108	0.941976532931924	68.4845690262316	1.49680836817962	0.540709051972747	2.15953479036715	100.942106317766	0.971163446332316
hsa-miR-30c-1-3p	6.54109640668515	9.49962371310425	11.9872651936185	9.58859657129391	10.7846550655863	4.83399374417767	6.76510419105654	2.20917964600747	8.80475510693891	4.32567241578198	10.0778290217134	3.5528277585963	6.11832971189359
hsa-miR-132-5p	6.37337598600091	11.0282987933739	11.0454086426913	6.46849768698399	7.25890244799075	6.79372093776321	5.13805381599231	7.11846774824629	10.0374208219104	7.56992672761846	3.88716262266086	11.0764630120944	6.79814412432621
hsa-miR-4472	0.670881682736938	0.873528617296943	0	0.304399891152188	0	14.501981232533	0.0856342302665385	4.172894886903	0.440237755346946	95.0296158842103	1.00778290217134	10.8674731439416	0.388465378532927
hsa-miR-7-5p	1.9287848378687	5.13198062661954	1.19872651936185	4.71819831285891	1.14068467039855	1.30648479572369	10.5330103227842	20.1280812191792	1.32071326604084	1.48694989292505	4.60700755278325	5.01575683566537	43.3138897064213
hsa-miR-758-3p	7.04425766873785	14.9591775712101	11.4735252567491	5.93579787746766	5.91082056479247	13.456793395954	5.566224967325	0.736393215335823	7.57208939196746	4.0553178897956	6.19066639905249	0.417979736305447	5.8269806779939
hsa-miR-299-3p	9.30848334797502	11.2466809476981	10.0179287689526	7.60999727880469	6.63671080959155	7.18566637648032	4.53861420412654	2.70010845623135	10.8298487815349	5.81262230870703	5.18288349688115	1.46292907706907	5.14716626556128
hsa-miR-376a-5p	7.46355872044844	11.9018274106708	9.50418883208324	4.870398258435	4.87383450079379	13.0648479572369	6.67946996079	0.736393215335823	8.98085020907769	3.51460883782286	9.64592206363992	0	6.21544605652682
hsa-miR-628-5p	9.47620376865926	5.89631816675436	11.3879019339376	8.97979678898954	10.0587648207872	2.09037567315791	5.65185919759154	0.981857620447764	11.4461816390206	0.946240840952307	7.91829423134621	0.626969604458171	5.43851529946097
hsa-let-7c-3p	8.63760166523808	4.80440739513318	11.0454086426913	10.1212963808102	7.05150523519102	0.261296959144739	16.698674901975	0.490928810223882	6.5155187791348	0.270354525986373	4.31906958073429	0	6.02121336726036
hsa-miR-4455	0.754741893079056	4.04006985499836	3.93867284933179	6.54459765977204	2.28136934079709	0	36.6514505540785	0	0.880475510693891	0	23.8988516800631	0	3.88465378532926
hsa-miR-708-3p	5.36705346189551	10.154770176077	3.85304952652023	3.04399891152188	2.69616376639657	9.92928444750008	6.16566457919077	11.0458982300373	14.263703273241	7.56992672761846	9.50195307761545	4.80676696751265	7.18660950285914
hsa-miR-26a-2-3p	9.97936503071196	6.87903786121342	6.93548914773642	8.29489703389712	5.496026139193	2.48232111187502	9.16286263851962	3.68196607667912	4.8426153088164	5.27191325673428	11.2295809099092	1.88090881337451	8.44912198309115
hsa-miR-377-5p	6.62495661702727	7.86175755567248	11.3879019339376	6.39239771419594	7.36260105439062	18.6827325788488	2.39775844746308	0.981857620447764	5.54699571737151	10.138294724489	4.60700755278325	1.88090881337451	3.6904210960628
hsa-miR-101-5p	10.5663865031068	5.02278954945742	8.0485923442867	6.77289757813618	9.02177875678851	1.04518783657896	6.59383573052347	4.66382369712688	6.86770898341235	0.675886314965934	14.8288055605211	3.13484802229086	6.89526046895945
hsa-miR-6880-5p	6.2895157756588	3.93087877783624	5.13739936869364	7.76219722438079	7.36260105439062	5.22593918289478	14.1296479939789	1.47278643067165	1.76095102138778	10.9493583024481	15.2607125185945	8.56858459426167	1.35962882486524
hsa-miR-424-3p	7.04425766873785	4.04006985499836	9.16169554083699	4.03329855776649	7.88109408638996	8.49215117220401	2.65466113826269	9.08218298914182	8.27646980052258	17.4378669261211	2.4474727624161	10.8674731439416	3.20483937289664
hsa-miR-455-3p	10.8179671341331	8.08013970999672	13.1003683901688	10.4256962719624	10.992052278386	5.35658766246715	2.99719805932885	0.981857620447764	2.55337898101228	1.48694989292505	2.73541073446505	5.01575683566537	4.37023550849542
hsa-miR-584-5p	1.84492462752658	5.13198062661954	4.45241278620116	3.34839880267406	1.97027352159749	20.2505143337173	7.62144649372193	13.5005422811568	5.98723347271846	15.2750307182301	5.75875944097906	12.121412352858	2.52502496046402
hsa-miR-184	24.0678803681877	0.109191077162118	23.8889070644254	2.96789893873383	14.4141062895816	0.391945438717108	0	0	1.05657061283267	0.40553178897956	0.575875944097906	1.25393920891634	0.58269806779939
hsa-miR-362-3p	10.4825262927647	4.04006985499836	2.91119297559306	3.88109861219039	6.94780662879115	10.8438238045067	5.90876188839116	4.66382369712688	3.87409224705312	18.9248168190461	5.47082146893011	1.67191894522179	6.21544605652682
hsa-miR-125a-3p	5.61863409292186	4.36764308648471	6.84986582492485	9.58859657129391	6.63671080959155	8.36150269263164	8.99159417798654	0.736393215335823	6.95575653448174	7.43474946462527	3.31128667856296	3.97080749490175	5.05004992092804
hsa-miR-3909	3.77370946539528	5.24117170378166	7.70609905304046	7.00119749650032	8.0884912991897	4.31139982588819	6.93637265158962	1.71825083578359	10.8298487815349	6.75886314965934	5.18288349688115	5.43373657197082	6.11832971189359
hsa-miR-3135b	7.46355872044844	3.27573231486353	4.96615272307052	3.57669872103821	7.05150523519102	8.36150269263164	4.79551689492616	29.210264208321	3.60994959384495	7.70510399061164	2.15953479036715	18.8090881337451	2.52502496046402
hsa-miR-196a-5p	5.61863409292186	2.72977692905295	4.10991949495491	5.70749795910352	4.45904007519432	0.783890877434216	7.45017803318885	10.3095050147015	14.5278459264492	0.270354525986373	15.8365884626924	4.3887872312072	5.72986433336067
hsa-miR-27a-5p	6.70881682736938	14.0856489539132	5.13739936869364	4.870398258435	4.45904007519432	0.261296959144739	7.36454380292231	1.22732202555971	10.4776585772573	1.35177262993187	7.3424182872483	0.208989868152724	9.42028542942347
hsa-miR-542-5p	6.12179535497456	2.72977692905295	7.96296902147514	2.81569899315774	6.32561499039194	15.2858721099672	3.59663767119462	6.13661012779853	2.99361673635923	9.32723114652989	3.16731769253848	25.0787841783268	2.42790861583079
hsa-miR-500a-5p	8.30216082386961	4.04006985499836	6.16487924243237	7.53389730601665	9.54027178878785	3.78880590759871	4.88115112519269	1.96371524089553	4.31433000240007	7.02921767564571	5.32685248290563	4.3887872312072	8.44912198309115
hsa-miR-379-5p	10.9018273444752	8.73528617296943	8.39108563553295	8.90369681620149	6.22191638399207	4.44204830546056	2.74029536852923	3.19103726645523	5.45894816630213	3.78496336380923	3.45525566458744	0	4.85581723166158
hsa-miR-449b-5p	0.0838602103421173	5.56874493526801	0	0	0.103698606399868	81.5246512531585	1.96958729613039	0.490928810223882	0.264142653208167	1.35177262993187	0	1.67191894522179	0.0971163446332316
hsa-miR-369-5p	5.11547283086916	9.06285940445578	10.3604220601988	3.04399891152188	3.31835540479577	8.62279965177638	3.339734980395	1.22732202555971	11.53422919009	3.51460883782286	7.63035625929725	0.626969604458171	4.85581723166158
hsa-miR-1249-3p	7.96671998250114	6.98822893837554	7.27798243898266	7.22949741486446	5.39232753279313	1.82907871401317	7.62144649372193	2.20917964600747	5.89918592164907	3.64978610081604	3.88716262266086	5.85171630827626	5.63274798872743
hsa-miR-3677-3p	3.10282778265834	3.60330554634989	1.88371310185433	3.04399891152188	3.62945122399538	10.0599329270724	5.73749342785808	2.20917964600747	1.49680836817962	38.1199881640787	2.87937972048953	3.13484802229086	4.37023550849542
hsa-miR-489-3p	1.67720420684235	44.6591505593062	1.9693364246659	1.1414995918207	1.86657491519762	3.78880590759871	7.19327534238923	0.490928810223882	3.96213979812251	2.16283620789099	0.719844930122382	2.50787841783268	1.55386151413171
hsa-miR-4739	1.17404294478964	1.31029292594541	1.11310319655029	0.152199945576094	0.207397212799736	4.96464222375004	3.339734980395	11.5368270402612	3.69799714491434	2.83872252285692	3.16731769253848	89.8656433056712	0.971163446332316
hsa-miR-3943	6.2895157756588	8.40771294148307	5.39426933712832	6.92509752371227	10.1624634271871	0	9.59103378985231	0	4.57847265560823	0.40553178897956	5.75875944097906	0.626969604458171	7.28372584749237
hsa-miR-378e	5.36705346189551	1.09191077162118	5.39426933712832	7.00119749650032	5.1849303199934	4.44204830546056	3.85354036199423	11.0458982300373	3.16971183849801	3.51460883782286	22.7470997918673	9.40454406687257	1.35962882486524
hsa-miR-320d	3.60598904471104	3.49411446918777	2.8255696527815	6.08799782304375	4.87383450079379	12.9341994776646	2.39775844746308	21.1099388396269	3.52190204277556	4.19049515278879	2.87937972048953	17.1371691885233	2.91349033899695
hsa-miR-6089	2.85124715163199	0.764337540134825	3.33930958965087	1.44589948297289	0.414794425599472	3.0049150301645	0.941976532931924	68.2391046211196	1.93704612352656	2.97389978585011	9.7898910496644	24.0338348375632	0.58269806779939
hsa-miR-503-5p	3.52212883436893	1.63786615743177	1.45559648779653	1.52199945576094	2.5924651599967	13.5874418755264	1.79831883559731	6.62753893802241	1.84899857245717	38.6606972160514	1.43968986024476	8.56858459426167	1.65097785876494
hsa-miR-641	4.19301051710586	5.24117170378166	7.10673579335954	5.0225982040111	6.11821777759221	12.1503086002304	3.339734980395	2.70010845623135	3.60994959384495	3.64978610081604	5.90272842700354	2.71686828598541	6.89526046895945
hsa-miR-376b-3p	7.71513935147479	7.09742001553766	5.82238595118613	5.63139798631547	5.1849303199934	5.48723614203952	3.59663767119462	1.71825083578359	3.69799714491434	4.46084967877516	5.32685248290563	0.626969604458171	5.72986433336067
hsa-miR-548o-3p	3.01896757231622	4.58602524080895	4.19554281776647	4.79429828564696	3.52575261759551	13.1954964368093	6.08003034892423	2.20917964600747	6.5155187791348	2.70354525986374	9.21401510556649	1.67191894522179	3.9817701299625
hsa-miR-576-5p	4.02529009642163	1.856248311756	4.53803610901272	4.41379842170672	5.70342335199274	16.984302344408	3.42536921066154	2.94557286134329	5.19480551309396	5.54226778272066	4.31906958073429	5.85171630827626	3.88465378532926
hsa-miR-873-5p	14.2562357581599	0.545955385810589	12.8434984217341	3.7288986666143	18.4583519391765	3.26621198930924	0.685073842132308	0.245464405111941	1.67290347031839	0	0	0.208989868152724	0.291349033899695
hsa-miR-3120-5p	7.54741893079056	7.09742001553766	6.42174921086705	5.32699809516328	4.45904007519432	4.18075134631582	3.85354036199423	2.20917964600747	6.86770898341235	2.29801347088417	5.03891451085668	2.29888854967996	3.30195571752988
hsa-miR-32-3p	2.4319460999214	3.71249662351201	2.91119297559306	2.96789893873383	2.07397212799736	1.17583631615132	12.9307687702473	9.5731117993657	4.8426153088164	2.70354525986374	14.1089606303987	5.01575683566537	4.66158454239512
hsa-miR-495-3p	7.21197808942209	4.69521631797107	7.6204757302289	7.3055973876525	5.08123171359353	8.1002057334869	3.68227190146116	1.96371524089553	2.99361673635923	3.37943157482967	1.00778290217134	2.29888854967996	4.37023550849542
hsa-miR-2392	0.670881682736938	2.18382154324236	3.33930958965087	0.532699809516328	0.207397212799736	6.27112701947373	10.4473760925177	0	5.54699571737151	15.8157397702028	21.7393168896959	0	1.16539613559878
hsa-miR-548h-3p	4.52845135847433	5.24117170378166	3.51055623527399	4.03329855776649	4.97753310719366	6.00983006032899	3.339734980395	4.90928810223882	5.6350432684409	10.138294724489	4.03113160868534	3.13484802229086	5.5356316440942
hsa-miR-548z	4.52845135847433	5.24117170378166	3.51055623527399	4.03329855776649	4.97753310719366	6.00983006032899	3.339734980395	4.90928810223882	5.6350432684409	10.138294724489	4.03113160868534	3.13484802229086	5.5356316440942
hsa-miR-2467-5p	3.68984925505316	3.0573501605393	2.8255696527815	4.41379842170672	3.00725958559617	6.27112701947373	8.04961764505462	9.08218298914182	3.87409224705312	8.38099030557758	2.4474727624161	4.17979736305447	7.08949315822591
hsa-miR-2355-5p	3.43826862402681	4.36764308648471	4.53803610901272	5.40309806795133	4.14794425599472	7.31631485605269	3.42536921066154	1.47278643067165	6.33942367699602	4.46084967877516	8.35020118941964	3.13484802229086	5.63274798872743
hsa-miR-433-3p	3.18668799300046	11.9018274106708	5.73676262837457	6.01189785025571	2.07397212799736	1.6984302344408	5.13805381599231	0.736393215335823	8.1003746983838	2.83872252285692	4.03113160868534	0.417979736305447	4.56446819776189
hsa-miR-1287-5p	5.53477388257974	2.62058585189083	5.90800927399769	3.95719858497844	3.83684843679511	9.01474509049349	2.82592959879577	5.89114572268659	5.01871041095518	4.86638146775472	3.74319363663639	8.35959472610895	3.01060668363018
hsa-miR-1273g-3p	1.00632252410541	2.51139477472871	1.11310319655029	0.608799782304375	1.24438327679841	1.6984302344408	2.56902690799616	30.4375862338807	11.4461816390206	2.97389978585011	10.0778290217134	13.1663616936216	4.17600281922896
hsa-miR-135b-5p	11.2372681858437	1.856248311756	4.62365943182428	4.79429828564696	13.7919146511824	2.61296959144739	1.79831883559731	0	2.28923632780412	1.75730441891143	0.431906958073429	0.417979736305447	6.99237681359268
hsa-miR-4286	5.11547283086916	3.71249662351201	4.53803610901272	5.09869817679914	6.32561499039194	3.0049150301645	6.59383573052347	3.92743048179106	3.16971183849801	3.78496336380923	5.75875944097906	7.73262512165078	2.23367592656433
hsa-miR-98-3p	3.77370946539528	3.82168770067412	3.93867284933179	3.12009888430992	4.87383450079379	0.522593918289478	6.16566457919077	1.71825083578359	6.60356633020418	12.4363081953732	5.32685248290563	0.208989868152724	5.05004992092804
hsa-miR-1269b	1.9287848378687	0	11.302278611126	0.0760999727880469	0	0	0	0.245464405111941	34.2504973659924	0	0.287937972048953	1.04494934076362	0.0971163446332316
hsa-miR-4785	2.26422567923717	0.655146462972707	2.65432300715838	1.59809942854899	2.38506794719696	1.56778175486843	0.941976532931924	69.7118910517913	3.16971183849801	5.40709051972747	0.863813916146859	10.0315136713307	0.679814412432621
hsa-miR-431-5p	1.00632252410541	16.9246169601283	1.02747987373873	0.532699809516328	0.311095819199604	11.6277146819409	3.59663767119462	1.96371524089553	8.62866000480013	11.0845355654413	1.29572087422029	1.67191894522179	1.65097785876494
hsa-miR-330-3p	5.53477388257974	3.93087877783624	6.93548914773642	5.70749795910352	4.66643728799406	3.0049150301645	3.16846651986192	3.68196607667912	4.57847265560823	2.0276589448978	2.4474727624161	3.97080749490175	4.95293357629481
