DRR091843_1.hairpin	DRR091838_1.hairpin	DRR091844_1.hairpin	DRR091849_1.hairpin	DRR091841_1.hairpin	DRR091842_1.hairpin	DRR091839_1.hairpin	DRR091845_1.hairpin	DRR091840_1.hairpin	DRR091847_1.hairpin	DRR091846_1.hairpin	DRR091837_1.hairpin	DRR091848_1.hairpin
hsa-mir-374b	168.895341751371	535.556024381784	145.015920112854	730.231463334822	823.771259842999	212.297717810113	468.458024319781	317.532679360319	416.696976488073	51.0853269788308	58.9110698861658	265.09041185701	110.321800546784
hsa-mir-374c	168.895341751371	535.556024381784	145.015920112854	730.231463334822	823.771259842999	212.297717810113	468.458024319781	317.532679360319	416.696976488073	51.0853269788308	58.9110698861658	265.09041185701	110.321800546784
hsa-mir-411	386.253158437824	362.489058146249	574.528721668483	145.045975593903	160.540959810673	418.499048453382	518.421871340255	298.257532689884	400.988161898245	24.3453511383491	24.7597250246204	703.90088505171	283.248359881362
hsa-mir-150	621.332327899047	286.66074819769	1248.68670142977	28.1907538771849	113.323030454592	238.834932536378	555.613005588577	67.6320935804726	589.907326833809	15.1659564468404	18.78323967385	325.615994366624	20.6137620398835
hsa-mir-331	252.800522235992	299.744848737834	182.653639836801	812.075587494391	458.134986367711	203.691053574568	391.821747686874	222.509587879755	258.782050874537	78.2244069363347	441.406132335474	316.886343043122	500.074597634211
hsa-mir-532	351.895433670415	320.26309731215	234.682252396375	532.896186194528	433.678520393536	230.945490320461	433.14523018501	365.551465802455	468.784098549082	63.8566587235385	188.259288549269	268.291284008961	442.432411189352
hsa-mir-31	441.587178326389	593.245013126962	109.592183902081	5.001585365307	54.7243694075596	1383.87988687369	574.396406724094	7.10136982594963	514.670372745685	2.39462470213269	6.40337716153976	513.594486199367	3.43562700664725
hsa-mir-149	94.7549883059082	364.570619595817	43.1726785068802	9.54848115194973	846.532723224904	170.340229661831	263.343283919941	73.7189820027152	474.158166698234	457.373318107345	795.299443463238	440.26541508195	20.6137620398835
hsa-mir-455	339.960645066999	488.572208805814	182.100143958508	55.9268181757056	106.300876858047	460.815147611479	722.785275694674	98.74285662749	708.963605830402	37.914891117101	77.6943095600157	644.248267674446	217.589710420993
hsa-mir-361	324.409253856487	453.185664163153	265.124525702508	464.238059816223	425.445650659656	257.482705046725	321.947495462752	294.875928010861	445.634266521967	58.2692010852289	96.904441044635	303.209889302969	301.189967582743
hsa-mir-7108	40.5059491994722	88.0203127246019	145.292668052001	270.994988883907	59.5672339569011	69.5705359039898	163.415589878993	147.43796400543	70.2762757965996	1066.40620068309	2220.69119962199	112.321513695726	229.805273111294
hsa-mir-5701-1	130.197693855446	40.1443993845313	178.502420749601	763.423802577314	555.960850264411	157.430233308513	66.117571997018	498.110369220181	47.1264437694844	367.973995894391	519.954225517028	103.009885617323	619.939806532793
hsa-mir-5701-2	130.197693855446	40.1443993845313	178.502420749601	763.423802577314	555.960850264411	157.430233308513	66.117571997018	498.110369220181	47.1264437694844	367.973995894391	519.954225517028	103.009885617323	619.939806532793
hsa-mir-5701-3	130.197693855446	40.1443993845313	178.502420749601	763.423802577314	555.960850264411	157.430233308513	66.117571997018	498.110369220181	47.1264437694844	367.973995894391	519.954225517028	103.009885617323	619.939806532793
hsa-mir-4634	223.867701379226	227.782295767044	489.290356411309	38.1939246077989	178.217415415769	103.279970826542	496.257458000345	193.427787640152	586.600207972793	220.305472596208	320.595749887757	695.753210483108	51.1526687656369
hsa-mir-210	68.7154495348189	155.819742796255	104.887468936587	342.381252734197	1314.11129546383	337.811571245147	101.806034154499	231.301760045216	97.5600063999853	73.8342616490914	290.286431323136	94.5712226712715	260.725916171119
hsa-mir-130b	205.784688343747	143.033008177478	141.141448964801	351.475044307483	419.149926745512	296.571305116493	72.8795964058039	480.526024889258	115.749160135576	187.578935000394	535.322330704724	108.829653166325	898.607330405293
hsa-mir-652	242.312374675414	339.889248122365	331.267283158562	275.541884670549	134.389491244228	209.428829731598	300.910086190974	108.887670664561	293.093409057583	146.870315064139	712.055540363221	320.087215195073	513.053632992657
hsa-mir-218-2	249.183919628896	485.598549592145	321.857853227575	130.950598655311	236.816076462802	177.512449858118	616.846893290361	89.9506844620286	423.724604067733	104.964382776816	134.470920392335	391.961344425239	93.1436655135478
hsa-mir-29b-2	300.901336910365	448.72517534265	188.742094498028	314.645188435677	258.608966934839	136.272183729465	465.828348160809	75.0716238743246	380.732058874519	153.655085053515	217.287931681582	204.273840969946	170.254404996075
hsa-mir-7641-2	104.881475605776	23.1945418666181	191.232825950348	171.872660735095	105.332303948179	252.462150909324	41.6991505208466	255.311153266284	37.6184770440621	1141.83687880027	897.326586237105	68.3822687007655	295.845658905736
hsa-mir-214	397.82628678053	319.965731390783	295.843546947788	185.058658516359	177.248842505901	341.756292353105	490.62243765969	179.563208456155	305.081714928768	30.7310170107029	43.9698565092397	335.800587577376	59.5508681152191
hsa-mir-3120	396.379645737692	318.776267705315	291.692327860588	179.147693993723	175.795983141098	338.170182254961	486.490089409877	178.548727052448	302.601375783005	28.7354964255923	43.9698565092397	332.599715425426	54.2065594382122
hsa-mir-3665	80.2885778775252	41.3338630699989	546.023683936376	106.852050986104	145.528079707714	90.7285854830383	100.679030086368	147.43796400543	55.8076307796526	1033.28055897026	677.477303690906	92.243315651671	70.6212218033046
hsa-mir-190a	248.460599107477	205.479851664527	95.2012910664538	591.096452263555	486.223600753892	142.727181906123	194.596035763951	659.074751941706	140.552551593199	31.130121127725	15.7949969984647	140.838374685832	34.7380064005444
hsa-mir-29b-1	263.288669796569	403.525555294881	175.181445479841	233.255753854772	186.692428377117	116.189967179859	429.012881935196	61.8833656261324	346.8340905491	98.1796127874404	183.990370441576	185.650584813142	148.877170288048
hsa-mir-106a	128.389392551898	203.100924293592	63.375278064587	65.9299889063196	123.735189235677	282.585475733732	110.822066699547	1225.15537521026	180.237977925397	67.4485957767375	80.2556604246316	105.919769391824	120.246945232654
hsa-mir-874	208.316310168714	347.918127999271	220.844855439041	124.130254975346	108.964452360185	471.214866896096	319.31781930378	127.486496399191	252.994592867758	22.7489346702606	14.9412133769261	212.130527161098	83.2185208276779
hsa-mir-15a	311.751144731652	232.837516430281	160.237056765921	267.357472254592	206.548173029417	240.627987585449	308.04777862247	192.751466704347	243.900015999963	55.4754722660741	28.6017513215442	165.863375146538	84.7454661639656
hsa-mir-365b	83.1818599632018	167.417013729564	52.0286125595736	904.377571963239	180.880990917907	150.258013112225	133.362148062167	65.9412912409608	104.587633979645	85.0091769257106	255.281302840052	100.972966975173	422.963858151684
hsa-mir-365a	78.4802765739774	166.524915965463	48.4308893506669	903.922882384574	179.428131553105	147.38912503371	131.108139925905	64.250488901449	105.001023837272	84.6100728086885	251.866168353897	98.3540715781223	422.582121817612
hsa-mir-769	201.444765215232	117.756904861292	137.543725755894	415.586274899145	220.834623449975	156.35440027907	123.970447494409	177.872406116643	115.749160135576	180.395060893996	199.358475629271	106.501746146724	215.299292416561
hsa-mir-574	202.168085736651	224.511270632008	87.7290967094938	81.8441241595691	389.850596221995	313.784633587583	178.066642764696	114.974559086803	242.659846427082	24.7444552553712	16.6487806200034	212.130527161098	21.3772347080274
hsa-mir-615	50.2707762386307	17.2472234392801	13.5606490181867	73.6597117436122	87.4137051156151	4.30333211777257	48.4611749296325	17.5843443309229	21.909662454234	585.485739671444	1392.52108672951	36.3735471812583	129.40861725038
hsa-mir-4700	40.1442889387626	121.622661839061	74.1684476913071	216.886929022858	323.98763835095	192.215501260508	126.975791676091	203.910762145125	125.257126860998	158.44433445778	238.205630409279	127.743897700579	112.612218551216
hsa-mir-409	155.152251844407	156.414474638989	192.339817706934	151.866319273867	96.615147759364	313.067411567954	170.9289503332	82.849314636079	136.832042874556	20.75341408515	26.4672922676977	193.216282626844	344.707909666941
hsa-mir-454	229.654265550579	162.659158987693	111.529419476107	354.657871358133	174.82741023123	166.395508553873	127.727127721512	203.23444120932	128.150855864387	37.5157870000789	32.0168858076988	138.219479288781	126.736462911876
hsa-mir-181d	180.106809833367	269.710890679777	140.311205147361	44.5595787090987	129.788769922354	121.210521317261	250.57057114779	68.6465749841797	274.490865464365	44.3005569894548	90.0741720723259	186.232561568042	125.591253909661
hsa-mir-8072	14.1047501676734	29.7365921366898	118.171370015627	96.3941906768258	34.8686247552592	33.3508239127374	37.5668022710329	34.492367726041	28.5239001762669	624.597943139611	996.365486335586	54.7058149606124	88.9445658387567
hsa-mir-125a	139.962520894605	178.716918741506	146.953155686881	328.740565374269	196.862443930734	110.452191022829	104.435710313472	59.8544028187183	138.072212447437	26.7399758404817	23.9059414030818	157.424712200486	243.547781137883
hsa-mir-326	115.007962905644	190.611555596182	109.315435962934	180.057073151052	72.6429682401233	90.0113634634095	249.067899056948	40.5792561482836	217.856454969459	47.4933899256318	205.761852790811	201.072968817996	86.6541478343252
hsa-mir-4454	147.557386369506	263.763572252439	64.205521882027	81.3894345809048	89.8351373902859	77.8185891297206	323.825835576304	63.2360074977419	262.502559593181	65.0539710746048	34.5782366723147	153.350874916185	111.467009549
hsa-mir-328	111.391360298549	241.758494071288	184.867623349974	47.7424057597486	78.9386921542673	149.540791092597	191.215023559558	33.4778863223339	203.801199810139	14.3677482127962	41.4085056446238	294.189249602017	40.0823150775513
hsa-mir-1273a	112.114680819968	54.4179636101424	172.137218149228	121.402117503361	95.1622883945616	114.396912130787	84.1496370871138	161.978864125232	71.1030555118537	521.229976830883	160.511320849263	54.9968033380625	43.5179420841985
hsa-mir-374a	91.1383856988124	182.285309797909	71.9544641781337	353.748492200804	202.18959493501	76.3841450904631	163.791257901704	176.181603777131	162.462214047433	14.7668523298183	16.2218888092341	106.501746146724	56.8787137767156
hsa-mir-4449	21.3379553818648	17.2472234392801	83.5778776222938	178.238314836395	47.4600725835472	64.9085927764029	28.9264377486954	292.846965203446	14.882034874574	558.34665971394	301.812510213907	39.574419333209	77.4924758165992
hsa-mir-324	151.535649237311	152.846083582586	114.296898867574	90.9379157328546	123.735189235677	115.114134150416	172.055954401331	33.8160467902363	158.328315471163	60.2647216703395	91.7817393154032	155.096805180885	62.2230224537225
hsa-mir-7110	3.61660260709573	7.73151395553936	7.47219435696004	95.030121940833	6.5378671416111	7.88944221591637	20.6617412490681	20.9659490099465	7.44101743728701	591.073197309753	944.284685421729	11.3485467205526	52.6796141019245
hsa-mir-224	100.903212737971	234.91907787985	135.052994303574	34.5564079784847	30.0257602059176	71.7222019628761	170.177614287779	13.5264187160945	232.325099986406	17.5605811489731	35.005128483084	270.619191028561	71.3846944714485
hsa-mir-5096	136.345918287509	46.0917178118693	166.048763488001	87.7550886822046	123.735189235677	95.3905286106253	89.0333213823481	137.969470904164	67.3825467932102	328.462688309201	73.4253914523225	59.3616289998135	43.8996784182705
hsa-mir-501	185.531713744011	61.2573798015811	137.266977816747	303.732638547734	136.084493836498	155.637178259441	69.1229161787006	60.530723754523	78.9574628067678	34.3229540639019	18.3563478630806	76.5299432693674	145.823279615472
hsa-mir-132	97.6482703915848	87.1282149605012	143.078684538827	115.491152980725	61.2622365491707	84.9908093260082	102.55737019992	62.8978470298395	157.501535755908	113.345569234281	212.59212176312	141.711339818182	96.1975561861231
hsa-mir-8064	6.87154495348189	21.7077122597836	31.5492650627202	49.5611640744057	6.78001036907818	5.73777615703009	42.0748185435569	1.69080233951182	28.1105103186398	680.073415405685	630.946096317051	32.2997098969573	56.4969774426437
hsa-mir-128-1	129.836033594737	110.025390905752	84.4081214397338	89.1191574181975	128.578053785018	94.6733065909965	183.701663105351	82.5111541681766	106.241193410153	15.9641646808846	18.78323967385	153.350874916185	116.429581891935
hsa-mir-223	88.968424134555	110.025390905752	197.321280611574	56.3815077543698	43.8279241715411	86.4252533652657	174.309962537593	14.2027396518993	280.691713328771	19.9552058511058	65.7413388584748	108.538664788875	50.770932431565
hsa-mir-671	83.5435202239114	108.538561298918	81.6406420482671	60.019024383684	275.558992857534	125.155242425219	62.736559792625	106.182386921342	90.9457686779524	31.9283293617693	41.4085056446238	82.3497108183687	34.7380064005444
hsa-mir-4508	14.1047501676734	23.1945418666181	33.7632485758935	55.9268181757056	16.7078826952284	11.4755523140602	28.1751017032747	7.43953029385199	38.8586466169433	654.53075191627	508.855038437026	39.2834309557589	48.0987780930615
hsa-mir-6087	75.5869944883008	15.7603938324456	211.712173447201	99.5770177274757	63.1993823689073	99.6938607283978	57.8528754973907	80.1440308928601	27.2837306033857	319.682397734715	131.05578590618	37.5375006910585	100.778392194986
hsa-mir-9-1	8.67984625702976	10.4078072478414	910.777467731685	1.81875831465709	63.6836688238415	3.94472110795819	7.13769243149626	8.45401169755908	7.44101743728701	1.99552058511058	2.5613508646159	6.98372105880159	3.43562700664725
hsa-mir-9-2	8.67984625702976	10.4078072478414	909.670475975098	0.909379157328546	63.9258120513085	3.22749908832943	6.76202440878593	8.45401169755908	7.44101743728701	0.798208234044231	2.5613508646159	6.98372105880159	3.05389067257534
hsa-mir-9-3	8.67984625702976	10.4078072478414	907.456492461925	0.909379157328546	63.4415255963744	2.86888807851505	6.3863563860756	8.79217216546144	7.44101743728701	2.79372881915481	2.98824267538522	6.69273268135152	3.43562700664725
hsa-mir-449b	11.5731283427063	0.297365921366898	2.76747939146668	81.3894345809048	127.851624102617	56.3019285408578	0	4.73424655063308	0.826779715254113	0.798208234044231	0	0.290988377450066	1061.99048138807
hsa-mir-429	82.4585394417827	98.4281199724434	0.830243817440005	348.292217256833	140.200928703438	5.02055413740133	55.9745353838391	2.02896280741418	57.8745800677879	0.798208234044231	0.853783621538634	69.2552338331157	460.755755224804
hsa-mir-1468	39.0593081566339	41.9285949127327	41.7889388111469	20.4610310398923	33.1736221629897	19.7236055397909	25.5454255443024	40.9174166161859	41.3389857627056	349.615206511373	624.96961096628	96.3171529359719	12.5972990243733
hsa-mir-887	117.539584730611	167.119647808197	128.687791703201	34.5564079784847	53.2715100427571	82.8391432671219	177.315306719276	25.3620350926772	174.863909776245	32.3274334787914	19.2101314846193	137.928490911331	48.4805144271335
hsa-mir-187	23.8695772068318	190.611555596182	4.15121908720002	16.3688248319138	36.3214841200617	30.8405468440367	300.910086190974	2.36712327531654	147.166789315232	1.59641646808846	0.426891810769317	373.047099890985	24.0493890465308
hsa-mir-4286	65.4605071884327	179.609016505607	66.9730012734937	14.0953769385925	121.071613733539	72.4394239825049	186.331339264323	67.970254048375	159.155095186417	18.3587893830173	29.4555349430829	134.14564200448	6.87125401329451
hsa-mir-340	89.3300843952646	84.749287589566	112.082915354401	55.4721285970413	222.04533958731	82.4805322573075	67.6202440878593	56.810958607597	88.4654295321901	21.1525182021721	39.2740465907772	65.1813965488148	93.5254018476197
hsa-mir-2861	3.61660260709573	3.86575697776968	52.0286125595736	29.1001330345135	5.56929423174279	5.37916514721571	4.88368429523428	6.76320935804726	4.13389857627056	626.593463724722	555.813137621651	12.8034886078029	32.8293247301849
hsa-mir-339	25.6778785103797	55.3100613742431	71.9544641781337	66.3846784849838	153.27666298666	92.5216405321102	49.9638470204738	68.3084145162773	62.4218685016855	109.35452806406	225.398876086199	77.4029084017176	95.0523471839073
hsa-mir-452	102.711514041519	171.877502550067	55.903083707627	30.9188913491706	34.384338300325	71.0049799432474	166.045266037966	39.5647747445765	155.434586467773	18.7578935000394	11.5260788907716	157.133723823036	80.5463664891745
hsa-mir-335	106.689776909324	75.8283099485591	44.2796702634669	113.217705087404	108.480165905251	68.1360918647323	86.0279772006655	138.307631372067	53.7406814915173	51.0853269788308	51.6539091030874	77.1119200242675	132.844244257027
hsa-mir-3648-1	39.0593081566339	13.0841005401435	179.055916627894	68.2034367996409	27.3621847037798	43.3919321875401	16.5293929992545	155.553815235087	10.7481362983035	269.79438310695	259.123329136975	26.7709307254061	53.0613504359965
